,Date,Open,High,Low,Close,Adj Close,Volume
0,2015-11-24,107.389999,107.739998,106.709999,107.349998,98.13717700000001,2547400
1,2015-11-25,107.690002,107.739998,107.019997,107.099998,97.90864599999999,1789000
2,2015-11-27,107.059998,107.760002,106.93,107.459999,98.23774,995700
3,2015-11-30,107.58000200000001,107.790001,107.099998,107.220001,98.018333,2868800
4,2015-12-01,107.290001,108.25,107.220001,108.129997,98.85022,2433700
5,2015-12-02,107.910004,108.650002,107.510002,107.589996,98.356575,1780300
6,2015-12-03,107.540001,108.16999799999999,105.370003,105.93,96.839043,2587500
7,2015-12-04,106.290001,109.260002,106.25,109.099998,99.736992,1970100
8,2015-12-07,109.129997,109.650002,108.239998,108.940002,99.59072900000001,1618700
9,2015-12-08,107.470001,109.239998,107.389999,108.910004,99.563286,2293500
10,2015-12-09,108.559998,109.629997,106.739998,107.290001,98.082321,1994700
11,2015-12-10,107.290001,108.5,106.839996,107.599998,98.3657,2313200
12,2015-12-11,106.459999,106.720001,105.019997,105.300003,96.263115,3066800
13,2015-12-14,105.690002,107.110001,105.370003,106.360001,97.23214,3071800
14,2015-12-15,107.279999,107.989998,106.470001,106.720001,97.56124100000001,2859500
15,2015-12-16,107.32,109.220001,106.839996,109.08000200000001,99.718719,3146800
16,2015-12-17,107.0,107.150002,103.239998,103.260002,94.398186,7181300
17,2015-12-18,103.129997,103.129997,101.910004,101.93,93.182327,5473700
18,2015-12-21,102.91999799999999,103.33000200000001,102.190002,102.989998,94.151344,2176200
19,2015-12-22,103.290001,103.940002,102.739998,103.760002,94.85526999999999,1815100
20,2015-12-23,104.059998,104.650002,103.75,104.41999799999999,95.45863299999999,1491800
21,2015-12-24,104.220001,104.790001,104.190002,104.230003,95.284935,686200
22,2015-12-28,103.639999,104.199997,103.41999799999999,104.08000200000001,95.147812,1400900
23,2015-12-29,104.5,105.599998,104.5,105.32,96.281387,1563100
24,2015-12-30,105.300003,106.389999,104.910004,105.860001,96.775047,2047300
25,2015-12-31,105.400002,105.93,104.379997,104.5,95.53177600000001,1987700
26,2016-01-04,102.620003,102.650002,100.970001,101.83000200000001,93.090912,2817000
27,2016-01-05,101.970001,102.870003,101.470001,102.360001,93.575417,2409000
28,2016-01-06,100.809998,103.059998,100.540001,102.160004,93.392578,3134200
29,2016-01-07,99.75,100.839996,98.839996,99.160004,90.65005500000001,3194700
30,2016-01-08,99.480003,99.809998,98.0,98.199997,89.77243,2330200
31,2016-01-11,98.480003,99.720001,98.08000200000001,99.230003,90.71405,2734400
32,2016-01-12,99.959999,101.290001,99.440002,101.010002,92.341278,2811000
33,2016-01-13,101.389999,101.75,98.739998,99.260002,90.741455,3160200
34,2016-01-14,99.120003,102.470001,98.910004,101.879997,93.136604,4285500
35,2016-01-15,98.739998,101.010002,98.449997,99.269997,90.750603,5184300
36,2016-01-19,100.160004,101.949997,99.779999,101.379997,92.67952,3477500
37,2016-01-20,99.239998,100.190002,97.139999,99.059998,90.558624,5245000
38,2016-01-21,99.040001,99.910004,98.0,98.290001,89.854721,4499300
39,2016-01-22,99.790001,102.360001,99.559998,102.239998,93.465721,3609700
40,2016-01-25,102.209999,103.150002,101.239998,101.75,93.01778399999999,2962100
41,2016-01-26,101.790001,103.129997,101.449997,102.529999,93.730827,2925500
42,2016-01-27,102.66999799999999,103.599998,101.33000200000001,101.959999,93.20973199999999,3044300
43,2016-01-28,102.839996,103.589996,101.589996,103.08000200000001,94.233627,3378800
44,2016-01-29,103.370003,105.650002,103.239998,105.540001,96.482513,4878500
45,2016-02-01,104.75,106.800003,104.730003,106.279999,97.15900400000001,3693100
46,2016-02-02,105.269997,105.620003,103.449997,103.82,94.91011800000001,2992900
47,2016-02-03,104.449997,104.68,100.620003,102.099998,93.33773000000001,4535300
48,2016-02-04,102.220001,103.019997,101.379997,102.730003,93.913666,3875400
49,2016-02-05,102.41999799999999,102.589996,98.58000200000001,98.970001,90.476357,3894500
50,2016-02-08,96.650002,96.650002,93.349998,95.07,86.911064,6681700
51,2016-02-09,94.010002,95.08000200000001,91.400002,93.32,85.311226,6679500
52,2016-02-10,94.43,95.739998,94.129997,94.209999,86.12485500000001,4649100
53,2016-02-11,92.540001,93.91999799999999,92.25,93.43,85.41179699999999,4202800
54,2016-02-12,94.43,95.0,93.989998,94.699997,86.5728,3122500
55,2016-02-16,96.239998,97.089996,95.480003,96.910004,88.59315500000001,3808300
56,2016-02-17,97.739998,99.910004,97.730003,99.010002,90.512909,3741700
57,2016-02-18,99.620003,101.120003,98.309998,98.519997,90.064964,2740200
58,2016-02-19,98.309998,99.019997,97.93,98.949997,90.458054,3229400
59,2016-02-22,100.160004,100.589996,99.58000200000001,100.349998,91.737915,2126300
60,2016-02-23,100.339996,100.68,99.550003,99.650002,91.098007,2359100
61,2016-02-24,98.650002,99.620003,97.91999799999999,99.550003,91.006569,2567800
62,2016-02-25,99.959999,100.93,99.160004,100.910004,92.249863,2794500
63,2016-02-26,101.480003,102.099998,100.949997,101.120003,92.441841,2109900
64,2016-02-29,100.68,101.730003,100.139999,100.260002,91.65564,2389500
65,2016-03-01,101.379997,103.449997,101.0,103.449997,94.571877,2125500
66,2016-03-02,103.480003,103.480003,101.980003,102.660004,93.849686,2436000
67,2016-03-03,102.449997,102.849998,101.18,102.800003,93.977661,2036200
68,2016-03-04,103.089996,103.550003,102.57,103.18,94.32504300000001,1581900
69,2016-03-07,102.440002,102.559998,101.5,102.400002,93.611992,1835600
70,2016-03-08,101.75,102.940002,101.360001,102.620003,93.81311,2330600
71,2016-03-09,102.93,103.41999799999999,102.620003,103.400002,94.526161,2296300
72,2016-03-10,103.639999,104.400002,102.099998,103.58000200000001,94.690704,2406900
73,2016-03-11,104.489998,105.800003,104.160004,105.68,96.610497,2952700
74,2016-03-14,105.099998,106.699997,104.970001,106.32,97.195572,2757900
75,2016-03-15,106.059998,107.290001,105.400002,107.07,97.881187,2391000
76,2016-03-16,107.239998,107.91999799999999,106.260002,107.589996,98.356575,2332800
77,2016-03-17,107.589996,108.66999799999999,107.190002,108.559998,99.24334,2876700
78,2016-03-18,108.730003,108.730003,107.190002,107.769997,98.52113299999999,8616800
79,2016-03-21,107.33000200000001,108.849998,107.139999,108.160004,98.877647,3472200
80,2016-03-22,107.720001,108.43,107.290001,107.83000200000001,98.575981,2136200
81,2016-03-23,107.379997,108.360001,107.209999,107.660004,98.420578,3193300
82,2016-03-24,108.790001,114.440002,108.68,114.300003,104.490723,6472700
83,2016-03-28,114.43,115.459999,113.68,114.16999799999999,104.371887,4214700
84,2016-03-29,113.5,115.470001,113.449997,115.260002,105.36833999999999,4033800
85,2016-03-30,115.400002,116.510002,115.029999,115.370003,105.468903,3182300
86,2016-03-31,115.099998,116.0,115.0,115.400002,105.496323,2740600
87,2016-04-01,114.760002,116.519997,114.699997,116.349998,106.36478400000001,2019200
88,2016-04-04,116.08000200000001,116.199997,114.91999799999999,115.5,105.58773799999999,2231900
89,2016-04-05,114.489998,115.150002,113.900002,114.129997,104.33532,2069700
90,2016-04-06,113.989998,114.949997,113.739998,114.66999799999999,104.828964,2918800
91,2016-04-07,113.730003,114.019997,111.790001,112.099998,102.479523,3075900
92,2016-04-08,112.91999799999999,113.230003,111.849998,112.83000200000001,103.14688100000001,1627300
93,2016-04-11,112.940002,114.0,112.800003,113.099998,103.39370699999999,2465400
94,2016-04-12,113.33000200000001,114.5,112.91999799999999,114.389999,104.573006,2715500
95,2016-04-13,113.870003,115.019997,113.470001,114.959999,106.114502,4390500
96,2016-04-14,115.0,115.269997,114.139999,114.75,105.92066200000001,2062200
97,2016-04-15,114.760002,115.309998,114.339996,114.82,105.985275,2299700
98,2016-04-18,114.269997,115.68,113.949997,115.589996,106.696022,2237500
99,2016-04-19,115.610001,115.83000200000001,114.379997,115.099998,106.243721,1823000
100,2016-04-20,115.5,116.18,115.089996,115.540001,106.64985700000001,2220900
101,2016-04-21,115.33000200000001,116.16999799999999,114.440002,114.480003,105.671448,2327300
102,2016-04-22,114.0,114.970001,113.639999,113.949997,105.18220500000001,2634600
103,2016-04-25,113.860001,114.25,113.239998,114.099998,105.32067099999999,1805900
104,2016-04-26,114.410004,115.059998,113.839996,114.610001,105.791428,2177200
105,2016-04-27,114.139999,115.66999799999999,114.139999,115.480003,106.594498,1990200
106,2016-04-28,114.989998,116.040001,113.980003,114.33000200000001,105.532967,2028200
107,2016-04-29,114.190002,114.190002,112.290001,112.91999799999999,104.231461,2451100
108,2016-05-02,112.900002,114.699997,112.309998,114.400002,105.59758799999999,2293900
109,2016-05-03,113.480003,113.879997,112.25,113.300003,104.582237,2031600
110,2016-05-04,112.260002,113.910004,112.260002,113.550003,104.812988,1822100
111,2016-05-05,113.650002,114.43,113.470001,114.08000200000001,105.30220800000001,1704600
112,2016-05-06,113.82,115.66999799999999,113.349998,115.550003,106.65911899999999,1917600
113,2016-05-09,115.279999,116.230003,115.0,115.470001,106.58525800000001,1452900
114,2016-05-10,115.589996,116.949997,115.480003,116.940002,107.942146,1622200
115,2016-05-11,116.989998,116.989998,115.860001,115.980003,107.05603799999999,1582900
116,2016-05-12,116.41999799999999,116.629997,115.470001,116.360001,107.40677600000001,2114300
117,2016-05-13,116.220001,116.629997,115.139999,115.440002,106.557594,1803400
118,2016-05-16,115.620003,117.589996,115.010002,117.150002,108.13598600000002,2609800
119,2016-05-17,117.309998,117.5,115.870003,116.220001,107.277557,2136800
120,2016-05-18,116.059998,117.349998,115.459999,116.519997,107.554474,1367300
121,2016-05-19,116.269997,116.269997,114.589996,116.029999,107.102173,1752500
