,Date,Open,High,Low,Close,Adj Close,Volume
0,2015-11-24,114.150002,114.389999,113.260002,114.029999,101.82405899999999,1422800
1,2015-11-25,113.720001,114.099998,113.07,113.209999,101.09184300000001,1566200
2,2015-11-27,113.08000200000001,114.260002,112.93,113.910004,101.716927,889900
3,2015-11-30,113.660004,114.18,112.57,112.800003,100.725739,2564700
4,2015-12-01,112.25,112.360001,110.16999799999999,112.029999,100.038162,2185900
5,2015-12-02,111.550003,112.120003,110.220001,110.360001,98.54692800000001,1739200
6,2015-12-03,110.129997,110.5,107.91999799999999,109.059998,98.021118,1619700
7,2015-12-04,109.57,110.360001,109.010002,110.279999,99.117622,1932200
8,2015-12-07,109.660004,110.120003,109.089996,109.559998,98.470505,1149100
9,2015-12-08,108.190002,109.160004,106.589996,106.720001,95.917976,2107300
10,2015-12-09,106.93,108.139999,106.620003,107.059998,96.223557,1865100
11,2015-12-10,106.459999,107.559998,106.279999,106.68,95.882019,1510600
12,2015-12-11,104.940002,106.050003,104.940002,105.300003,94.641708,1939300
13,2015-12-14,105.160004,105.550003,104.029999,104.720001,94.12041500000001,1595400
14,2015-12-15,105.5,106.5,105.25,105.809998,95.100082,1446800
15,2015-12-16,106.620003,107.08000200000001,104.559998,105.989998,95.26185600000001,1670200
16,2015-12-17,106.269997,106.510002,102.870003,102.91999799999999,92.502602,1730100
17,2015-12-18,102.33000200000001,102.66999799999999,101.470001,101.519997,91.244324,2015100
18,2015-12-21,102.040001,102.589996,101.300003,102.120003,91.783569,1703000
19,2015-12-22,102.550003,103.540001,102.019997,102.809998,92.40374,1553800
20,2015-12-23,103.58000200000001,105.0,103.389999,104.739998,94.13839,1655900
21,2015-12-24,104.379997,104.849998,104.139999,104.510002,93.931671,493100
22,2015-12-28,104.019997,104.099998,103.220001,103.779999,93.27555100000001,644100
23,2015-12-29,104.66999799999999,104.839996,104.029999,104.400002,93.832802,637900
24,2015-12-30,104.160004,104.32,103.18,103.18,92.73629,1261600
25,2015-12-31,102.800003,103.709999,102.279999,102.400002,92.035248,930900
26,2016-01-04,101.029999,101.769997,100.519997,101.66999799999999,91.37912800000001,1853500
27,2016-01-05,102.510002,102.529999,99.959999,101.32,91.06456,1589200
28,2016-01-06,99.83000200000001,101.389999,99.639999,100.300003,90.147789,1885300
29,2016-01-07,98.839996,100.07,97.599998,97.790001,87.891869,2002700
30,2016-01-08,98.040001,99.220001,97.33000200000001,97.849998,87.945778,2541000
31,2016-01-11,98.370003,99.089996,97.629997,98.440002,88.47605899999999,2389200
32,2016-01-12,99.5,100.010002,98.300003,99.889999,89.779297,1736500
33,2016-01-13,100.589996,102.32,97.550003,98.010002,88.089584,2652800
34,2016-01-14,98.239998,100.339996,97.510002,99.790001,89.689423,1928500
35,2016-01-15,99.410004,99.790001,96.510002,97.389999,87.532341,1584700
36,2016-01-19,98.480003,98.599998,96.629997,98.18,88.24237099999999,1822000
37,2016-01-20,96.57,98.809998,96.0,97.82,87.91883100000001,2844600
38,2016-01-21,98.25,98.790001,97.190002,97.959999,88.044647,1653200
39,2016-01-22,99.400002,99.690002,97.639999,98.089996,88.161491,1746800
40,2016-01-25,97.599998,98.150002,96.0,96.129997,86.399872,1400000
41,2016-01-26,96.519997,98.379997,95.940002,98.139999,88.206429,1350100
42,2016-01-27,97.809998,99.629997,97.739998,98.099998,88.170464,2132200
43,2016-01-28,98.639999,99.199997,97.910004,98.199997,88.260345,1815000
44,2016-01-29,96.769997,100.019997,95.599998,100.0,89.878159,3435200
45,2016-02-01,99.83000200000001,100.980003,98.370003,100.529999,90.354507,2402500
46,2016-02-02,97.83000200000001,99.260002,97.779999,98.150002,88.21543100000001,2462400
47,2016-02-03,99.33000200000001,103.300003,98.949997,103.290001,92.83515200000001,2563200
48,2016-02-04,103.349998,106.989998,103.349998,105.529999,94.848404,2169200
49,2016-02-05,104.970001,105.519997,103.68,105.099998,94.461937,2021200
50,2016-02-08,104.519997,104.800003,100.470001,101.93,91.612808,2926200
51,2016-02-09,101.769997,104.199997,101.489998,103.82,93.311516,1592800
52,2016-02-10,104.309998,105.290001,103.0,103.370003,92.907051,1107300
53,2016-02-11,101.739998,103.160004,101.260002,102.059998,91.72964499999999,1594100
54,2016-02-12,102.760002,103.949997,102.209999,103.83000200000001,93.32049599999999,978100
55,2016-02-16,105.040001,105.040001,103.459999,104.0,93.473282,1878700
56,2016-02-17,104.870003,105.400002,104.32,104.5,93.922691,1449200
57,2016-02-18,104.309998,104.860001,104.08000200000001,104.5,93.922691,995300
58,2016-02-19,104.410004,104.559998,102.970001,103.309998,92.85311899999999,1354300
59,2016-02-22,103.889999,105.050003,103.57,104.220001,93.671036,1273100
60,2016-02-23,103.529999,103.809998,101.599998,102.220001,91.873474,1294600
61,2016-02-24,100.91999799999999,102.139999,100.800003,101.889999,91.57686600000001,1493800
62,2016-02-25,102.209999,102.910004,101.040001,102.610001,92.224007,1758900
63,2016-02-26,103.300003,104.220001,102.440002,103.239998,92.790215,1582100
64,2016-02-29,103.370003,103.93,101.75,101.790001,91.48698399999999,1325500
65,2016-03-01,102.849998,105.529999,102.389999,105.339996,94.677643,1591500
66,2016-03-02,104.709999,105.260002,103.33000200000001,104.139999,93.599113,1582700
67,2016-03-03,103.57,105.980003,102.720001,105.839996,95.81710799999999,1295700
68,2016-03-04,106.059998,110.089996,105.91999799999999,108.790001,98.487732,2152400
69,2016-03-07,109.18,109.730003,107.629997,108.589996,98.306686,1851700
70,2016-03-08,107.529999,108.690002,106.629997,108.139999,97.899284,1315000
71,2016-03-09,108.41999799999999,109.349998,107.849998,109.059998,98.73217,1416000
72,2016-03-10,109.760002,111.32,109.300003,110.660004,100.18064100000001,2592500
73,2016-03-11,111.08000200000001,112.209999,110.599998,111.110001,100.58805100000001,2132100
74,2016-03-14,110.699997,111.050003,109.589996,109.900002,99.49263,1279100
75,2016-03-15,108.949997,109.639999,108.57,109.440002,99.07618000000001,1057300
76,2016-03-16,109.260002,110.660004,108.82,110.129997,99.70084399999999,1331000
77,2016-03-17,110.660004,113.550003,110.589996,113.120003,102.40770699999999,2289100
78,2016-03-18,113.510002,113.650002,112.809998,112.879997,102.190445,2287000
79,2016-03-21,112.879997,113.400002,112.75,112.959999,102.26284,1122600
80,2016-03-22,112.629997,112.860001,111.82,112.58000200000001,101.918846,1246700
81,2016-03-23,112.389999,113.360001,111.660004,112.800003,102.11801899999999,1229500
82,2016-03-24,111.879997,112.099998,111.0,111.739998,101.158394,1106200
83,2016-03-28,112.059998,112.720001,111.949997,112.449997,101.80115500000001,852300
84,2016-03-29,111.949997,112.809998,111.589996,112.459999,101.810204,960700
85,2016-03-30,113.18,115.220001,112.91999799999999,115.0,104.109657,1708100
86,2016-03-31,114.93,115.32,114.360001,114.449997,103.61174799999999,1751700
87,2016-04-01,113.949997,115.489998,112.720001,115.239998,104.32693499999999,1171100
88,2016-04-04,114.5,115.599998,114.300003,114.709999,103.84713,977500
89,2016-04-05,113.82,114.449997,112.379997,112.989998,102.29001600000001,1285900
90,2016-04-06,113.099998,113.33000200000001,111.730003,113.279999,102.552559,976700
91,2016-04-07,112.529999,112.75,111.290001,111.66999799999999,101.095024,878400
92,2016-04-08,112.470001,113.279999,111.959999,112.300003,101.665352,840200
93,2016-04-11,112.769997,113.449997,112.709999,112.739998,102.06369000000001,919900
